runid,start_time,spatial_index,intersect_time,join_time,cluster_time,stop_time,total_time,user_id
87,4/4/2020 12:37,r_tree_local,2.250007629,12.40680695,2.219035149,4/4/2020 12:38,16.87684751,156
88,4/4/2020 12:38,r_tree_local,2.232028723,14.18489933,2.150291681,4/4/2020 12:38,18.56821656,21
89,4/4/2020 12:38,r_tree_local,2.239037514,20.46038127,2.247985363,4/4/2020 12:38,24.94740415,111
90,4/4/2020 12:38,r_tree_local,2.25998044,25.13677716,3.022913456,4/4/2020 12:39,30.42064095,64
91,4/4/2020 12:39,r_tree_local,2.237040758,19.19464612,2.177148819,4/4/2020 12:39,23.60983372,145
92,4/4/2020 12:39,r_tree_local,2.263968468,23.4802649,2.133285284,4/4/2020 12:40,27.87852311,136
93,4/4/2020 12:40,r_tree_local,2.23803997,14.31806731,47.7742095,4/4/2020 12:41,64.3332274,35
94,4/4/2020 12:41,r_tree_local,2.230063677,10.57776046,2.153262138,4/4/2020 12:41,14.96245003,136
95,4/4/2020 12:41,r_tree_local,2.241001844,19.33028507,2.152328253,4/4/2020 12:41,23.7255826,60
96,4/4/2020 12:41,r_tree_local,2.234022617,20.92568159,3.555487156,4/4/2020 12:42,26.71715975,26
97,4/4/2020 12:42,r_tree_local,2.227042437,23.05776501,2.133265972,4/4/2020 12:42,27.41907096,116
98,4/4/2020 12:42,r_tree_local,2.245019197,16.06805229,2.263941526,4/4/2020 12:43,20.57898378,46
99,4/4/2020 12:43,r_tree_local,2.243997335,13.79092097,5.52721262,4/4/2020 12:43,21.56412625,1
100,4/4/2020 12:43,r_tree_local,2.240007401,18.12062335,2.183187962,4/4/2020 12:43,22.54536295,137
101,4/4/2020 12:43,r_tree_local,2.25199914,29.1981256,2.160670519,4/4/2020 12:44,33.61179256,145
102,4/4/2020 12:44,r_tree_local,2.243000031,18.51693058,2.460267544,4/4/2020 12:44,23.22019815,104
103,4/4/2020 12:44,r_tree_local,2.233055115,9.032833815,2.204103231,4/4/2020 12:45,13.4709599,79
104,4/4/2020 12:45,r_tree_local,2.249010324,10.8938272,2.117321253,4/4/2020 12:45,15.2611692,166
105,4/4/2020 12:45,r_tree_local,2.256989717,23.2317636,7.444426537,4/4/2020 12:45,32.93317986,39
106,4/4/2020 12:45,r_tree_local,2.250007868,9.524603128,2.142335892,4/4/2020 12:46,13.91988373,109
107,4/4/2020 12:46,r_tree_local,2.244023323,10.27151871,7.654495716,4/4/2020 12:46,20.17003775,39
108,4/4/2020 12:46,r_tree_local,2.253000259,17.7684598,56.9067502,4/4/2020 12:47,76.93017793,52
109,4/4/2020 12:47,r_tree_local,2.256989956,26.4262991,2.161592007,4/4/2020 12:48,30.84488106,97
110,4/4/2020 12:48,r_tree_local,2.227042675,16.93073034,2.162209988,4/4/2020 12:48,21.31998301,57
111,4/4/2020 12:48,r_tree_local,2.223080397,22.25742412,2.156955242,4/4/2020 12:49,26.63942409,136
112,4/4/2020 12:49,r_tree_local,2.238011837,8.607037067,2.190113783,4/4/2020 12:49,13.03616071,114
113,4/4/2020 12:49,r_tree_local,2.250011921,14.63816905,2.648913145,4/4/2020 12:49,19.53709412,169
114,4/4/2020 12:49,r_tree_local,2.246988535,12.20258474,2.124315977,4/4/2020 12:49,16.57488656,106
115,4/4/2020 12:49,r_tree_local,2.235020399,16.69935393,2.11730814,4/4/2020 12:50,21.05168247,177
116,4/4/2020 12:50,r_tree_local,2.227041721,11.80260682,2.195099115,4/4/2020 12:50,16.22474766,21
117,4/4/2020 12:50,r_tree_local,2.239012003,12.21833801,2.128304243,4/4/2020 12:50,16.58662391,181
118,4/4/2020 12:50,r_tree_local,2.220087528,12.08773637,25.83787417,4/4/2020 12:51,40.14766455,30
119,4/4/2020 12:51,r_tree_local,2.264938593,10.33836842,3.094218254,4/4/2020 12:51,15.69849634,125
120,4/4/2020 12:51,r_tree_local,2.233052254,8.663820267,2.117354155,4/4/2020 12:51,13.01623273,164
121,4/4/2020 12:51,r_tree_local,2.228065491,8.773529768,2.901208639,4/4/2020 12:52,13.9028039,92
122,4/4/2020 12:52,r_tree_local,2.248012066,8.025555611,4.100030899,4/4/2020 12:52,14.37359858,142
123,4/4/2020 12:52,r_tree_local,2.239011049,10.99262285,11.16612458,4/4/2020 12:52,24.39875579,84
124,4/4/2020 12:52,r_tree_local,2.242998838,21.38678098,2.172188044,4/4/2020 12:53,25.80196786,54
125,4/4/2020 12:53,r_tree_local,2.225047112,21.03272772,2.555164099,4/4/2020 12:53,25.81293893,83
126,4/4/2020 12:53,r_tree_local,2.232029438,27.39672899,25.6816752,4/4/2020 12:54,55.31140995,30
127,4/4/2020 12:54,r_tree_local,2.23601675,25.13677597,2.263919353,4/4/2020 12:55,29.63771009,31
128,4/4/2020 12:55,r_tree_local,2.230060339,28.89925385,2.569153309,4/4/2020 12:55,33.70046401,81
129,4/4/2020 12:55,r_tree_local,2.2440238,17.08427691,10.32238483,4/4/2020 12:56,29.65266633,2
130,4/4/2020 12:56,r_tree_local,2.231026649,25.01263285,3.689162016,4/4/2020 12:56,30.93535614,12
131,4/4/2020 12:56,r_tree_local,2.242027998,7.917884111,2.476348162,4/4/2020 12:56,12.63626027,89
132,4/4/2020 12:56,r_tree_local,2.244024992,6.362969875,2.715734005,4/4/2020 12:57,11.32372808,169
133,4/4/2020 12:57,r_tree_local,2.240036011,8.535192966,2.146042347,4/4/2020 12:57,12.92320871,47
134,4/4/2020 12:57,r_tree_local,2.234024048,15.63020897,2.180140972,4/4/2020 12:57,20.04437399,111
135,4/4/2020 12:57,r_tree_local,2.244993448,15.75939441,3.675152302,4/4/2020 12:57,21.67954016,12
136,4/4/2020 12:57,r_tree_local,2.236017942,10.6156168,2.561170578,4/4/2020 12:58,15.41380239,83
137,4/4/2020 12:58,r_tree_local,2.226071835,17.54521561,2.247989178,4/4/2020 12:58,22.01927662,31
138,4/4/2020 12:58,r_tree_local,2.233054161,18.73886466,2.196151972,4/4/2020 12:58,23.1690414,48
139,4/4/2020 12:58,r_tree_local,2.26596427,17.37770939,2.255937099,4/4/2020 12:59,21.90161157,31
140,4/4/2020 12:59,r_tree_local,2.229064941,10.81228113,5.438456059,4/4/2020 12:59,18.47980213,42
141,4/4/2020 12:59,r_tree_local,2.253997326,47.86771536,2.17515254,4/4/2020 13:00,52.29686522,54
142,4/4/2020 13:00,r_tree_local,2.245020866,24.13641548,2.188147068,4/4/2020 13:00,28.57058239,111
143,4/4/2020 13:00,r_tree_local,2.231032372,12.34522843,2.436736345,4/4/2020 13:01,17.0149622,32
144,4/4/2020 13:01,r_tree_local,2.245991707,16.0508461,2.185153246,4/4/2020 13:01,20.48199105,145
145,4/4/2020 13:01,r_tree_local,2.228065252,13.1233604,2.988005877,4/4/2020 13:01,18.34040356,64
146,4/4/2020 13:01,r_tree_local,2.253000259,11.5710144,5.429498434,4/4/2020 13:02,19.2544992,42
147,4/4/2020 13:02,r_tree_local,2.244022608,21.05367041,3.131653309,4/4/2020 13:02,26.43020225,124
148,4/4/2020 13:02,r_tree_local,2.243026018,25.48080063,2.341762543,4/4/2020 13:03,30.06855345,58
149,4/4/2020 13:03,r_tree_local,2.230060816,19.4828732,2.12331152,4/4/2020 13:03,23.83824253,161
150,4/4/2020 13:03,r_tree_local,2.247985601,21.25618005,2.134262323,4/4/2020 13:04,25.63942599,143
151,4/4/2020 13:04,r_tree_local,2.25000596,16.58226514,36.82453227,4/4/2020 13:04,55.65874672,85
152,4/4/2020 13:04,r_tree_local,2.229063034,11.07772398,2.670823574,4/4/2020 13:05,15.97860861,169
153,4/4/2020 13:05,r_tree_local,2.229035854,17.3796072,11.92708993,4/4/2020 13:05,31.53772831,144
154,4/4/2020 13:05,r_tree_local,2.23604393,21.52425385,2.130306959,4/4/2020 13:06,25.89160347,136
155,4/4/2020 13:06,r_tree_local,2.227067947,17.91807246,2.194106102,4/4/2020 13:06,22.34023046,101
156,4/4/2020 13:06,r_tree_local,2.224076986,22.11002159,4.103012085,4/4/2020 13:07,28.43811822,142
157,4/4/2020 13:07,r_tree_local,2.237042427,13.40416193,2.132270098,4/4/2020 13:07,17.7754426,143
158,4/4/2020 13:07,r_tree_local,2.248983383,15.81477714,2.658887148,4/4/2020 13:07,20.72264767,131
159,4/4/2020 13:07,r_tree_local,2.228039265,27.67425942,2.176150084,4/4/2020 13:08,32.07844877,114
160,4/4/2020 13:08,r_tree_local,2.242001534,20.70662808,2.159251213,4/4/2020 13:08,25.10788083,94
161,4/4/2020 13:08,r_tree_local,2.24103117,12.25119638,3.206448078,4/4/2020 13:08,17.699646,29
162,4/4/2020 13:08,r_tree_local,2.236017227,7.960855961,2.161189079,4/4/2020 13:09,12.35806227,123
163,4/4/2020 13:09,r_tree_local,2.23003459,26.01453114,2.178144693,4/4/2020 13:09,30.4237082,56
164,4/4/2020 13:09,r_tree_local,2.237041473,9.721018314,2.559180737,4/4/2020 13:09,14.52015114,180
165,4/4/2020 13:09,r_tree_local,2.227067947,9.623341799,3.947410345,4/4/2020 13:10,15.7987895,75
166,4/4/2020 13:10,r_tree_local,2.235020161,13.74626637,2.184129,4/4/2020 13:10,18.16641355,93
167,4/4/2020 13:10,r_tree_local,2.245991945,26.36457634,3.170550585,4/4/2020 13:10,31.78263998,29
168,4/4/2020 13:10,r_tree_local,2.247015476,18.25328422,11.2778275,4/4/2020 13:11,31.77812719,10
169,4/4/2020 13:11,r_tree_local,2.248978138,22.30151796,2.127308607,4/4/2020 13:11,26.67977548,107
170,4/4/2020 13:11,r_tree_local,2.228065729,13.36742091,2.667862415,4/4/2020 13:12,18.26431847,169
171,4/4/2020 13:12,r_tree_local,2.23203063,10.91875172,5.012588739,4/4/2020 13:12,18.16434193,179
172,4/4/2020 13:12,r_tree_local,2.246987343,14.03493166,3.185477018,4/4/2020 13:12,19.46836615,29
173,4/4/2020 13:12,r_tree_local,2.224049568,16.28411865,2.133556366,4/4/2020 13:13,20.64172459,108
174,4/4/2020 13:13,r_tree_local,2.230033159,12.50975108,2.297852755,4/4/2020 13:13,17.03960371,88
175,4/4/2020 13:13,r_tree_local,2.250976801,10.39727378,2.261502028,4/4/2020 13:13,14.9113543,31
176,4/4/2020 13:13,r_tree_local,2.244023085,13.50539827,2.171190977,4/4/2020 13:14,17.92061234,47
177,4/4/2020 13:14,r_tree_local,2.238012075,10.36619401,2.140273571,4/4/2020 13:14,14.7454505,121
178,4/4/2020 13:14,r_tree_local,2.251034498,9.161462307,2.578129768,4/4/2020 13:14,13.99062657,81
179,4/4/2020 13:14,r_tree_local,2.237045288,8.896334171,2.152213812,4/4/2020 13:14,13.28659105,157
180,4/4/2020 13:14,r_tree_local,2.229064226,8.314754486,2.125403881,4/4/2020 13:14,12.67019224,108
181,4/4/2020 13:14,r_tree_local,2.24202919,8.583036184,2.19709444,4/4/2020 13:15,13.02315736,156
182,4/4/2020 13:15,r_tree_local,2.233053446,12.16545057,3.181488276,4/4/2020 13:15,17.5829587,44
183,4/4/2020 13:15,r_tree_local,2.243026733,27.20390868,11.27584672,4/4/2020 13:16,40.72278214,14
184,4/4/2020 13:16,r_tree_local,2.235019684,25.83487964,2.132363796,4/4/2020 13:16,30.20226312,106
185,4/4/2020 13:16,r_tree_local,2.236016273,24.0048089,3.127628565,4/4/2020 13:17,29.36845374,95
186,4/4/2020 13:17,r_tree_local,2.23903656,32.50007558,2.193105936,4/4/2020 13:17,36.93322277,149
187,4/4/2020 13:17,r_tree_local,2.272917747,20.90548229,2.180161476,4/4/2020 13:18,25.35956025,133
188,4/4/2020 13:18,r_tree_local,2.281922579,23.39320159,3.190494299,4/4/2020 13:18,28.86658621,11
189,4/4/2020 13:18,r_tree_local,2.226044893,12.52001977,2.180181265,4/4/2020 13:18,16.92822599,45
190,4/4/2020 13:18,r_tree_local,2.230058908,5.926138401,6.354997158,4/4/2020 13:19,14.51416898,82
191,4/4/2020 13:19,r_tree_local,2.235015392,9.20541358,2.141286612,4/4/2020 13:19,13.58269477,94
192,4/4/2020 13:19,r_tree_local,2.233052969,9.753876448,2.541220665,4/4/2020 13:19,14.52912641,83
193,4/4/2020 13:19,r_tree_local,2.229036331,19.15273404,6.386941195,4/4/2020 13:20,27.77010465,119
194,4/4/2020 13:20,r_tree_local,2.22507453,11.15715623,2.136972189,4/4/2020 13:20,15.52019954,86
195,4/4/2020 13:20,r_tree_local,2.22305274,14.43312502,2.104451656,4/4/2020 13:20,18.76256776,178
196,4/4/2020 13:20,r_tree_local,2.224050045,18.3938148,14.22091055,4/4/2020 13:21,34.84078574,65
197,4/4/2020 13:21,r_tree_local,2.228149652,19.67960715,3.081733942,4/4/2020 13:21,24.99048471,125
198,4/4/2020 13:21,r_tree_local,2.227041721,11.46336222,43.3969512,4/4/2020 13:22,57.08934879,17
199,4/4/2020 13:22,r_tree_local,2.228038311,11.38967919,5.55312252,4/4/2020 13:22,19.17183685,9
200,4/4/2020 13:22,r_tree_local,2.222080946,57.80332518,4.308484077,4/4/2020 13:24,64.33488679,112
201,4/4/2020 13:24,r_tree_local,2.226070642,14.36036396,46.50869536,4/4/2020 13:25,63.09610105,35
202,4/4/2020 13:25,r_tree_local,2.242997885,15.42475462,2.093400955,4/4/2020 13:25,19.76268983,151
203,4/4/2020 13:25,r_tree_local,2.211113691,12.92953134,2.275912285,4/4/2020 13:25,17.41752577,27
204,4/4/2020 13:25,r_tree_local,2.223172665,10.11455202,2.177777767,4/4/2020 13:25,14.51744986,156
205,4/4/2020 13:25,r_tree_local,2.220030069,18.6581707,2.185222626,4/4/2020 13:26,23.0644362,171
206,4/4/2020 13:26,r_tree_local,2.230060339,23.77851367,2.358695269,4/4/2020 13:26,28.3702178,160
207,4/4/2020 13:26,r_tree_local,2.220087767,21.36311197,2.132797241,4/4/2020 13:27,25.71793675,177
208,4/4/2020 13:27,r_tree_local,2.231054068,19.61061811,2.118305445,4/4/2020 13:27,23.96097207,57
209,4/4/2020 13:27,r_tree_local,2.230032921,21.62377763,2.955095768,4/4/2020 13:28,26.80919051,64
210,4/4/2020 13:28,r_tree_local,2.226071358,9.856004953,4.321500778,4/4/2020 13:28,16.40457416,115
211,4/4/2020 13:28,r_tree_local,2.222081661,13.55681252,2.247871876,4/4/2020 13:28,18.02776885,46
212,4/4/2020 13:28,r_tree_local,2.219091415,23.54304767,2.147253275,4/4/2020 13:29,27.91133904,21
213,4/4/2020 13:29,r_tree_local,2.217095852,16.66921782,2.680826902,4/4/2020 13:29,21.56813788,66
214,4/4/2020 13:29,r_tree_local,2.22504735,22.5729115,2.119359732,4/4/2020 13:29,26.91831613,121
215,4/4/2020 13:29,r_tree_local,2.233052731,14.76754355,9.326131105,4/4/2020 13:30,26.32672739,20
216,4/4/2020 13:30,r_tree_local,2.22903657,14.47926116,2.09439683,4/4/2020 13:30,18.80369163,173
217,4/4/2020 13:30,r_tree_local,2.227041483,22.94276547,4.041189909,4/4/2020 13:31,29.21199417,142
218,4/4/2020 13:31,r_tree_local,2.22305274,22.29096437,50.89487839,4/4/2020 13:32,75.40988111,128
219,4/4/2020 13:32,r_tree_local,2.226711988,16.47794271,7.776182652,4/4/2020 13:32,26.48181939,62
220,4/4/2020 13:32,r_tree_local,2.22305274,8.49251008,2.527239323,4/4/2020 13:33,13.24280214,130
221,4/4/2020 13:33,r_tree_local,2.230060816,19.98756242,3.120625257,4/4/2020 13:33,25.33926225,95
222,4/4/2020 13:33,r_tree_local,2.229035139,15.48838091,2.361704111,4/4/2020 13:33,20.0801177,160
223,4/4/2020 13:33,r_tree_local,2.234052896,8.449435472,6.087749481,4/4/2020 13:34,16.77222061,74
224,4/4/2020 13:34,r_tree_local,2.224074364,11.8463068,2.134261847,4/4/2020 13:34,16.20464301,56
225,4/4/2020 13:34,r_tree_local,2.217098475,24.19180942,2.399681807,4/4/2020 13:34,28.81012559,6
226,4/4/2020 13:34,r_tree_local,2.225017548,23.31060648,10.20266819,4/4/2020 13:35,35.7402916,2
227,4/4/2020 13:35,r_tree_local,2.225073338,16.82103968,2.09437108,4/4/2020 13:35,21.14048409,146
228,4/4/2020 13:35,r_tree_local,2.223231077,17.61197972,2.106915712,4/4/2020 13:36,21.94212651,105
229,4/4/2020 13:36,r_tree_local,2.225046396,10.67363596,2.141251326,4/4/2020 13:36,15.04093146,57
230,4/4/2020 13:36,r_tree_local,2.222054482,14.68916178,5.473564386,4/4/2020 13:36,22.38478065,36
231,4/4/2020 13:36,r_tree_local,2.217097044,14.31401682,2.13029933,4/4/2020 13:37,18.66338205,110
232,4/4/2020 13:37,r_tree_local,2.239035845,13.28844166,48.28642845,4/4/2020 13:38,63.81488323,68
233,4/4/2020 13:38,r_tree_local,2.212081909,10.16446686,2.127280474,4/4/2020 13:38,14.50382924,110
234,4/4/2020 13:38,r_tree_local,2.224076748,14.87619853,2.42550993,4/4/2020 13:38,19.52675676,32
235,4/4/2020 13:38,r_tree_local,2.218092203,10.22274685,2.127308369,4/4/2020 13:39,14.5691247,94
236,4/4/2020 13:39,r_tree_local,2.223079681,8.809318066,23.9200058,4/4/2020 13:39,34.95294595,96
237,4/4/2020 13:39,r_tree_local,2.21410656,9.274410725,2.551193714,4/4/2020 13:39,14.04166818,18
238,4/4/2020 13:39,r_tree_local,2.225073338,8.298829794,2.566134453,4/4/2020 13:40,13.09101486,83
239,4/4/2020 13:40,r_tree_local,2.21011734,7.350366831,2.118303537,4/4/2020 13:40,11.67975545,143
240,4/4/2020 13:40,r_tree_local,2.226070404,12.42012119,2.125293016,4/4/2020 13:40,16.77148461,158
241,4/4/2020 13:40,r_tree_local,2.24003458,25.52591205,3.387250185,4/4/2020 13:41,31.15319681,122
242,4/4/2020 13:41,r_tree_local,2.22307992,19.8056519,2.148236036,4/4/2020 13:41,24.17795396,121
243,4/4/2020 13:41,r_tree_local,2.22504735,25.2666111,2.52325058,4/4/2020 13:41,30.01649642,180
244,4/4/2020 13:41,r_tree_local,2.229063749,29.55151629,3.096743345,4/4/2020 13:42,34.87829256,125
245,4/4/2020 13:42,r_tree_local,2.21806407,23.24498773,2.219897509,4/4/2020 13:43,27.68394661,127
246,4/4/2020 13:43,r_tree_local,2.221056461,23.25943637,2.547205925,4/4/2020 13:43,28.02968693,18
247,4/4/2020 13:43,r_tree_local,2.222081661,15.29701877,2.94291997,4/4/2020 13:43,20.46282578,8
248,4/4/2020 13:43,r_tree_local,2.22404933,4.513049126,21.19429874,4/4/2020 13:44,27.93436837,167
249,4/4/2020 13:44,r_tree_local,2.234052181,9.763925552,2.105693817,4/4/2020 13:44,14.10668182,166
250,4/4/2020 13:44,r_tree_local,2.22501874,8.104485273,2.153580189,4/4/2020 13:44,12.4830842,90
251,4/4/2020 13:44,r_tree_local,2.23205924,19.27832532,2.124316216,4/4/2020 13:45,23.63470078,98
252,4/4/2020 13:45,r_tree_local,2.219090939,12.29714465,2.182163239,4/4/2020 13:45,16.6992023,79
253,4/4/2020 13:45,r_tree_local,2.229036808,9.270286083,5.559197664,4/4/2020 13:45,17.05949044,9
254,4/4/2020 13:45,r_tree_local,2.223051786,19.91377187,9.445728779,4/4/2020 13:46,31.58255243,20
255,4/4/2020 13:46,r_tree_local,2.224106312,19.01217175,7.819075346,4/4/2020 13:46,29.0563364,62
256,4/4/2020 13:46,r_tree_local,2.231056213,15.47507596,3.881635666,4/4/2020 13:47,21.58876777,75
257,4/4/2020 13:47,r_tree_local,2.223081112,11.67372322,3.155556917,4/4/2020 13:47,17.05437303,7
258,4/4/2020 13:47,r_tree_local,2.2220819,53.44012785,2.299877882,4/4/2020 13:48,57.9630723,58
259,4/4/2020 13:48,r_tree_local,2.228711605,19.37157559,2.176177979,4/4/2020 13:48,23.77646518,98
260,4/4/2020 13:48,r_tree_local,2.23302722,15.84032631,2.13436842,4/4/2020 13:49,20.20969629,98
261,4/4/2020 13:49,r_tree_local,2.232028246,10.13928366,2.201100588,4/4/2020 13:49,14.57241249,127
262,4/4/2020 13:49,r_tree_local,2.217093945,11.87821364,2.126312971,4/4/2020 13:49,16.22190547,102
263,4/4/2020 13:49,r_tree_local,2.233052492,14.17614198,2.094396114,4/4/2020 13:49,18.50359058,164
264,4/4/2020 13:49,r_tree_local,2.224050283,23.11025381,3.349837542,4/4/2020 13:50,28.68513894,122
265,4/4/2020 13:50,r_tree_local,2.235048294,23.64375353,2.099402428,4/4/2020 13:50,27.97919416,162
266,4/4/2020 13:50,r_tree_local,2.225049734,17.25784969,2.40953207,4/4/2020 13:51,21.8924315,113
267,4/4/2020 13:51,r_tree_local,2.221058607,21.71408606,36.93219614,4/4/2020 13:52,60.8673408,85
268,4/4/2020 13:52,r_tree_local,2.223078728,14.92281961,3.435848951,4/4/2020 13:52,20.58271861,43
269,4/4/2020 13:52,r_tree_local,2.229063988,10.97249222,2.100408077,4/4/2020 13:52,15.30196428,106
270,4/4/2020 13:52,r_tree_local,2.224051714,20.44973278,6.040363073,4/4/2020 13:53,28.71609807,74
271,4/4/2020 13:53,r_tree_local,2.218094587,19.00521398,5.415541172,4/4/2020 13:53,26.6418128,1
272,4/4/2020 13:53,r_tree_local,2.22509861,22.95994592,6.324104309,4/4/2020 13:54,31.51109409,74
273,4/4/2020 13:54,r_tree_local,2.289873123,15.18009377,2.230034113,4/4/2020 13:54,19.7010119,129
274,4/4/2020 13:54,r_tree_local,2.229063034,13.18524504,5.039518356,4/4/2020 13:54,20.45513487,168
275,4/4/2020 13:54,r_tree_local,2.213104725,19.72218752,2.130281925,4/4/2020 13:55,24.06557417,121
276,4/4/2020 13:55,r_tree_local,2.224049807,27.67304754,5.275888443,4/4/2020 13:55,35.1739583,1
277,4/4/2020 13:55,r_tree_local,2.225046873,18.51957631,3.521580219,4/4/2020 13:56,24.26680851,26
278,4/4/2020 13:56,r_tree_local,2.245992661,8.4394207,2.116339922,4/4/2020 13:56,12.80361128,158
279,4/4/2020 13:56,r_tree_local,2.23005867,11.73186398,2.14022398,4/4/2020 13:56,16.1031251,61
280,4/4/2020 13:56,r_tree_local,2.229036331,22.07553768,10.53172398,4/4/2020 13:57,34.83726716,38
281,4/4/2020 13:57,r_tree_local,2.21809411,9.134533644,47.70297623,4/4/2020 13:58,59.05560398,68
282,4/4/2020 13:58,r_tree_local,2.213106871,9.63666296,2.131299257,4/4/2020 13:58,13.98269868,21
283,4/4/2020 14:11,r_tree_local,2.515269756,28.47681236,9.486590385,4/4/2020 14:12,40.4786725,20
284,4/4/2020 14:12,r_tree_local,2.288848877,15.49756455,2.730650663,4/4/2020 14:12,20.51706409,131
285,4/4/2020 14:12,r_tree_local,2.260951996,22.9960525,2.125642776,4/4/2020 14:13,27.38264728,171
286,4/4/2020 14:13,r_tree_local,2.26593709,8.672796488,2.150276661,4/4/2020 14:13,13.09100533,21
287,4/4/2020 14:13,r_tree_local,2.267958641,14.76557255,7.624590874,4/4/2020 14:13,24.65812206,39
288,4/4/2020 14:13,r_tree_local,2.264938831,12.49237657,3.216392517,4/4/2020 14:14,17.97567773,15
289,4/4/2020 14:14,r_tree_local,2.255993605,17.32625532,5.582052231,4/4/2020 14:14,25.16526961,36
290,4/4/2020 14:14,r_tree_local,2.264968157,10.9881742,144.3310688,4/4/2020 14:17,157.5852091,22
291,4/4/2020 14:17,r_tree_local,2.257985353,13.11508131,2.151467562,4/4/2020 14:17,17.52550507,174
292,4/4/2020 14:17,r_tree_local,2.253941536,11.40651274,2.125301123,4/4/2020 14:17,15.78776288,117
293,4/4/2020 14:17,r_tree_local,2.250006199,10.55177045,2.130298138,4/4/2020 14:17,14.93207479,173
294,4/4/2020 14:17,r_tree_local,2.244980335,8.551122904,2.308822632,4/4/2020 14:18,13.10692096,27
295,4/4/2020 14:18,r_tree_local,2.261972904,9.103725433,2.133265495,4/4/2020 14:18,13.49896383,166
296,4/4/2020 14:18,r_tree_local,2.243025541,7.918839455,2.472323656,4/4/2020 14:18,12.63718987,70
297,4/4/2020 14:18,r_tree_local,2.249981165,11.57511115,44.39889717,4/4/2020 14:19,58.22595644,17
298,4/4/2020 14:19,r_tree_local,2.252999783,22.31048465,2.517373323,4/4/2020 14:20,27.08169341,155
299,4/4/2020 14:20,r_tree_local,2.247985363,20.80436826,4.393788576,4/4/2020 14:20,27.44810343,112
300,4/4/2020 14:20,r_tree_local,2.256961346,26.13385057,2.157229185,4/4/2020 14:20,30.54903769,60
301,4/4/2020 14:20,r_tree_local,2.24801302,28.42787361,27.92467594,4/4/2020 14:21,58.60250282,30
302,4/4/2020 14:21,r_tree_local,2.273943663,31.92032051,7.038145542,4/4/2020 14:22,41.23340845,165
303,4/4/2020 14:22,r_tree_local,2.281895638,17.84329844,2.601948261,4/4/2020 14:23,22.72814035,89
304,4/4/2020 14:23,r_tree_local,2.258954763,26.26186991,3.565487862,4/4/2020 14:23,32.08922696,26
305,4/4/2020 14:23,r_tree_local,2.254994869,7.144946814,3.279168606,4/4/2020 14:23,12.68134427,78
306,4/4/2020 14:23,r_tree_local,2.239010572,6.417276621,2.176241159,4/4/2020 14:23,10.83252835,99
307,4/4/2020 14:23,r_tree_local,2.243996143,8.410568237,2.147201777,4/4/2020 14:24,12.80373454,118
308,4/4/2020 14:24,r_tree_local,2.241004467,20.75163436,2.411548138,4/4/2020 14:24,25.40618014,108
309,4/4/2020 14:24,r_tree_local,2.289899826,13.52182293,2.160008907,4/4/2020 14:24,17.97173166,123
310,4/4/2020 14:24,r_tree_local,2.24601841,11.27343559,2.702796698,4/4/2020 14:25,16.22322059,147
311,4/4/2020 14:25,r_tree_local,2.272940397,18.21419263,2.530243635,4/4/2020 14:25,23.01836109,172
312,4/4/2020 14:25,r_tree_local,2.271922112,19.87296176,4.350348234,4/4/2020 14:25,26.49523211,34
313,4/4/2020 14:25,r_tree_local,2.257958412,18.95113301,2.16033411,4/4/2020 14:26,23.3713913,146
314,4/4/2020 14:26,r_tree_local,2.248013496,12.77490377,2.342734337,4/4/2020 14:26,17.36565161,93
315,4/4/2020 14:26,r_tree_local,2.321819305,56.66946173,2.254935503,4/4/2020 14:27,61.24721265,156
316,4/4/2020 14:27,r_tree_local,2.263944149,23.55298495,3.243637085,4/4/2020 14:28,29.06126714,11
317,4/4/2020 14:28,r_tree_local,2.263943195,13.55881906,2.27588439,4/4/2020 14:28,18.09964395,54
318,4/4/2020 14:28,r_tree_local,2.315805674,16.57468247,2.358958244,4/4/2020 14:28,21.25170565,58
319,4/4/2020 14:28,r_tree_local,2.23803997,14.29173636,3.035856247,4/4/2020 14:29,19.56762695,64
320,4/4/2020 14:29,r_tree_local,2.267519712,14.72866845,2.377425671,4/4/2020 14:29,19.37557983,88
321,4/4/2020 14:29,r_tree_local,2.283463955,22.76542616,7.577822208,4/4/2020 14:30,32.62867856,28
322,4/4/2020 14:30,r_tree_local,2.368661642,30.48416305,2.838406086,4/4/2020 14:30,35.69220066,83
323,4/4/2020 14:30,r_tree_local,2.317799568,20.1171782,3.625327587,4/4/2020 14:31,26.06327105,16
324,4/4/2020 14:31,r_tree_local,2.266936064,22.42699909,2.394593477,4/4/2020 14:31,27.09052467,90
325,4/4/2020 14:31,r_tree_local,2.359717369,18.09754968,2.376560688,4/4/2020 14:31,22.83482575,59
326,4/4/2020 14:31,r_tree_local,2.282891512,11.90913916,7.389208555,4/4/2020 14:32,21.58223653,140
327,4/4/2020 14:32,r_tree_local,2.247015238,18.28904247,2.714763403,4/4/2020 14:32,23.25179195,73
328,4/4/2020 14:32,r_tree_local,2.263945341,24.69651699,2.362630844,4/4/2020 14:33,29.32409072,76
329,4/4/2020 14:33,r_tree_local,2.319607973,22.15218377,2.254160404,4/4/2020 14:33,26.72595215,121
330,4/4/2020 14:33,r_tree_local,2.259611845,23.16651201,6.78667593,4/4/2020 14:34,32.21279979,119
